scully_lines,season,episode
"SCULLY: (pleading) Sir, this is about a man's life.  ",6,3
"SCULLY: No, sir, you're out of line. I'm sorry, but I'm coming to you for help and I've got nowhere else to go. I would hope that after everything that we have been through that you would at least have the courtesy and the decency and not to mention the respect to listen to what I have to say. Now, all I need is information. (SKINNER takes SCULLY's note and glances over it.) You don't have to do anything else. Look, sir, if you know anybody at the Office of Naval Intelligence it would be of great help.  ",6,3
"SCULLY: Save your own ass, sir. You'll save your head along with it.  ",6,3
SCULLY: (turning quickly) Sorry.  ,6,3
SCULLY: I need a word with AD Kersh.  ,6,3
"SCULLY: Assistant Director Kersh, may I please have a moment of your time?  ",6,3
"SCULLY: Uh, may I, sir? (enters the office) Thank you. Sir, I need you to get me some information. (holds up notepaper) I am not a liberty to say why but I can tell you it is of the utmost importance  ",6,3
"SCULLY: . I, uh... Sorry. I shouldn't have come unannounced.  ",6,3
"SCULLY: Uh... It's nothing, really.  ",6,3
SCULLY: What am I thinking? What am I thinking?  ,6,3
SCULLY: Sorry.  ,6,3
"SCULLY: (whispering, willing someone to answer the phone, hitting button for the basement) Come on, come on, come on, come on, come on. Answer the phone, Mulder. Answer the phone, answer the phone, answer the phone.  ",6,3
SCULLY: (hanging up) Damn.  ,6,3
SCULLY: (direct) I want you to do me a favor. It's not negotiable. Either you do it or I kill you. You understand?  ,6,3
"SCULLY: No, I'm not. I'm a gun ready to go off so don't test me, Spender. Don't even think about trying to weasel me.  ",6,3
"SCULLY: (writing it down for him) Navy AWACS SLAR 100 K swath. South-southeast of Bermuda. I am looking for a boat, maybe a ship. 1939 luxury liner.  ",6,3
"SCULLY: Don't ask too many questions. I don't care what you do or who you do or who you have to grease, I need that information and I need it now. Are we clear on that?  ",6,3
"SCULLY: And, Agent Spender... If you're not back in a hurry I am going to hunt you down, and so help me God... (she clenches her hand in a fist)  ",6,3
"SCULLY: (under her breath) Oh, God.  ",6,3
SCULLY: (on phone) Hello?  ,6,3
"SCULLY: (on phone, pause, slightly lowers voice) Yes.  ",6,3
"SCULLY: (on phone) I'm sorry, he's not here right now. Is there something I can help you with?  ",6,3
"SCULLY: Yes? Yes, sir?  ",6,3
"SCULLY: I was just, uh...  ",6,3
"SCULLY: Yeah, I was waiting for Agent Spender, he was, uh... I'm supposed to pick up a delivery from him.  ",6,3
SCULLY: (furious) That rat bastard!  ,6,3
SCULLY: (to herself) Stupid!  ,6,3
"SCULLY: (on phone) Scully. (she can barely hear the other person) Mulder? (hopefully) Is that you? No, I can't... I'm on an elevator. Hold on, I'll be off in a s... Hold on.  ",6,3
SCULLY: (on phone) Hello? No... I can't understand. I can't...  ,6,3
SCULLY: Is it you?  ,6,3
SCULLY: How?  ,6,3
"SCULLY: (grateful) Sir, what you've done...  ",6,3
SCULLY: Yes.  ,6,3
SCULLY: Yes.  ,6,3
SCULLY: (excited) Yes.  ,6,3
SCULLY: (holding up paper triumphantly) Yeah.  ,6,3
SCULLY: (coming up from the cabin) What?  ,6,3
SCULLY: Is it the Queen Anne?  ,6,3
SCULLY: I don't believe it.  ,6,3
SCULLY: They've got power.  ,6,3
SCULLY: Let's hope he is.  ,6,3
SCULLY: Byers? Langly? Frohike?  ,6,3
SCULLY: (finding the GUNMEN) There you guys are.  ,6,3
"SCULLY: Mulder? Mulder, it's me. Hmm?  ",6,3
SCULLY: You're in a hospital.  ,6,3
SCULLY: Lie still.  ,6,3
"SCULLY: I don't blame you. You've been through the wringer, I'd say.  ",6,3
SCULLY: You did something incredibly stupid.  ,6,3
"SCULLY: You went looking for a ship, Mulder. In the Bermuda Triangle.  ",6,3
SCULLY: Hmm?  ,6,3
"SCULLY: Mulder, will you settle down? It's an order.  ",6,3
SCULLY: Yeah... You're right. I did.  ,6,3
"SCULLY: Yeah, I bet you did. The boat that you were on was busted into a million pieces. And as for the Queen Anne it was nothing more than a ghost ship.  ",6,3
"SCULLY: In your dreams. (as if talking to a child) Mulder, I want you to close your eyes and I want you to think to yourself ""there's no place like home.""  ",6,3
SCULLY: Yes?  ,6,3
"SCULLY: Oh, brother... (turns away and leaves the room)  ",6,3
"SCULLY:   (dryly)   I'm all a-tingle.  (they share a look)  So, Mulder, this supposed clandestine source who's contacted you how do we know that he's not just another crackpot whose encyclopedic knowledge of extraterrestrial life isn't derived exclusively from reruns of Star Trek?  ",6,4
"SCULLY:     for the past 50 years, classified experiments involving extraterrestrial technology.  ",6,4
"SCULLY:    Mulder, it's the dim hope of finding that proof that's kept us in this car, or one very much like it for more nights than I care to remember. (MULDER looks at her fondly)   Driving hundreds if not thousands of miles through neighborhoods and cities and towns where people are raising families and buying homes and playing with their kids and their dogs, and... in short, living their lives.   While we - we - we just keep driving.  ",6,4
SCULLY:    Don't you ever just want to stop?  Get out of the damn car?  Settle down and live something approaching a normal life?  ,6,4
SCULLY:    Mulder.  ,6,4
SCULLY:    Hiding top secret test flights?  (MULDER looks at her)  Using technology from UFOs?  ,6,4
"SCULLY:    Come on, Mulder, let's...  ",6,4
"SCULLY:    (to MORRIS)   Come on, Mulder, let's go.  ",6,4
"SCULLY:    Are you all right, Mulder?  ",6,4
"SCULLY:    Well, you haven't said anything since we left those men on the highway.  Is something wrong?  ",6,4
SCULLY:    Okay... If you don't want to talk about it.  ,6,4
SCULLY:    Mulder?  Mulder...  ,6,4
SCULLY:    Hello?  ,6,4
SCULLY:    Hello?!  ,6,4
SCULLY:    Since when do you smoke?  ,6,4
SCULLY:    (to KERSH's ASSISTANT)  I'm sure he's on his way.  ,6,4
SCULLY:    Mulder!  ,6,4
SCULLY:    Mulder... Where have you been?  ,6,4
SCULLY:    You got lost.  ,6,4
SCULLY:    Yeah.  ,6,4
"SCULLY:    Well, sir...  ",6,4
"SCULLY:    We were following a lead, sir.  ",6,4
SCULLY:    Mulder.  Mulder!  ,6,4
SCULLY:    What was that about?  ,6,4
"SCULLY:    ""I'd give you his name if I had it""?  Whatever happened to protecting our contacts?  Protecting our work?  ",6,4
SCULLY:    What is going on with you?  ,6,4
"SCULLY:    Mulder, you are acting bizarre.  ",6,4
SCULLY:    Mulder!  ,6,4
SCULLY:  (on phone)    Scully.  ,6,4
"SCULLY:  (on phone)    I'm sorry, who is this?  ",6,4
SCULLY:  (on phone)    Mulder.  ,6,4
SCULLY:  (on phone)    UFO?  ,6,4
SCULLY:  (on phone)    Morris Fletcher.  ,6,4
SCULLY:    (whispering to MORRIS)  Psst.  ,6,4
SCULLY:  (on phone)    Uh... What was what?  ,6,4
"SCULLY:  (on phone)    Mulder, uh... Where are you?  ",6,4
SCULLY:  (on phone)    How can I get in touch with you?  ,6,4
"SCULLY:    That wasn't your source?  Well, I'll run a trace.  ",6,4
SCULLY:    Mulder?  Are you sure that's the best thing to do?  ,6,4
"SCULLY:    (calm, but angry)   It's me.  ",6,4
SCULLY:    What do you think you're doing?  ,6,4
SCULLY:   (trying to be professional)   We got the trace back on the call we received this morning.  It came from a gas station pay phone off of highway 375 three miles east of Groom Lake.  ,6,4
SCULLY:    And I'm thinking it was your source although I don't know why he'd try and impersonate you.  ,6,4
SCULLY:    You don't think that we should follow up on this?  ,6,4
"SCULLY:    (so mad she can barely speak)  Am I out of my mind?  Mulder, you are out of your mind!  What is up with you?!  I'm thinking about having you examined for mental illness or-or drug use or... Or maybe a massive head injury! This is an X-File your life's work, your crusade!  ",6,4
SCULLY:    Hi. My name is Dana Scully.  I'm looking for Morris Fletcher.  ,6,4
"SCULLY:    I'm sorry.  Uh, Morris Fletcher?  ",6,4
"SCULLY:    (nervous)  You're, uh... You're the man from the other night?  From Area 51?  ",6,4
SCULLY:    You phoned me.  Would you mind telling me what this is about?  ,6,4
SCULLY:    Look... Any of that information could have been gathered by anyone.  ,6,4
SCULLY:    I don't know what the point of all of this is.  ,6,4
"SCULLY:    No. You won't, but I wouldn't mind if you came clean with me.  ",6,4
"SCULLY:    Good-bye, Mr. Fletcher.  (walks away)  ",6,4
SCULLY:    (answering phone)   Scully.  ,6,4
"SCULLY:  (on phone)    Uh... Sir, I am...  ",6,4
"SCULLY:  (on phone)    Sir, I don't know what Agent Mulder might have told you, but I...  ",6,4
SCULLY:    I'm sorry.  ,6,4
"SCULLY: You did the right thing, Mulder.  ",6,5
"SCULLY: I've been telling you for years you should play more by the book, haven't I?  ",6,5
"SCULLY: He said that I was willful, insubordinate and not a team player and the FBI didn't need agents that weren't team players.  ",6,5
SCULLY: Two-week suspension without pay.  ,6,5
SCULLY: (heading out the door with her belongings)   See you in two weeks.  ,6,5
SCULLY: Wow. Mulder.  ,6,5
SCULLY: I didn't even know you had a bedroom.  ,6,5
"SCULLY: Uh, no, that's okay.  Thanks.  ",6,5
SCULLY: Oh!  ,6,5
SCULLY: Mulder...  ,6,5
"SCULLY: (pause)  No, I don't hate it.  ",6,5
"SCULLY: ,Do you know what would really be fun?  ",6,5
SCULLY: You first.  ,6,5
SCULLY: You're not Mulder.  ,6,5
"SCULLY: (aiming a little lower)   ""Baby"" me and you'll be peeing through a catheter.  Your name is Morris Fletcher.  It was Mulder who was arrested in the desert.  He was telling the truth about you.  Now, how do we get things back to normal?  ",6,5
SCULLY: Are you through?  ,6,5
SCULLY: Or I just shoot you... Baby.  ,6,5
SCULLY: What about Mulder's source?  The man he was supposed to meet in the desert?  What about him? Do you know how to get in touch with him?  ,6,5
SCULLY: And?  ,6,5
SCULLY: Get going.  ,6,5
SCULLY: Mulder?  Is that really you?  ,6,5
SCULLY: I'm trying to figure out a way to help you.  ,6,5
SCULLY: Open up. (Video feed show MULDER and SCULLY waiting outside the door.  FROHIKE opens the many locks on the door and lets SCULLY and MORRIS in.)  ,6,5
SCULLY: We need your help right now.  ,6,5
"SCULLY:   Who, what, why. I need to know everything that's on that data recorder.  ",6,5
SCULLY: Groom Lake. Outside Area 51.  ,6,5
SCULLY: What's that?  ,6,5
SCULLY: He's not Mulder.  ,6,5
"SCULLY: (uncomfortable)  We think the crash of this particular aircraft-- whatever it was-- resulted in a, uh...  (sighs)  ",6,5
"SCULLY: Shut up, all of you.  If you guys want Mulder back, get me these results.  ",6,5
SCULLY: What is it?  ,6,5
"SCULLY: All right, I want you guys to analyze that data.  Morris...  ",6,5
SCULLY: Get your butt in gear.  ,6,5
SCULLY: (stepping between them)  Enough.  Call me when you guys have some answers.  ,6,5
"SCULLY: (hesitantly)  That is you in there, Mulder, isn't it?  ",6,5
"SCULLY: (hugging herself)   I, uh... I just got off the phone with Frohike. They were able to download and analyze the crash data and, yes, there was an anomalous event that night.  ",6,5
"SCULLY: (not easy for her to say)  Well, that's just it.  It's all about random moments in time... About a series of variables approaching an event horizon.  And even if we... could recreate that moment if we could sabotage another craft...  Mulder, if we were...  If we were off... If the event were off by even one millisecond...  ",6,5
"SCULLY: Something like that, yeah.  ",6,5
SCULLY: Agent Mulder has become AD Kersh's new golden boy.  He's been tasked with returning the flight data recorder that he and I stole. The son of a bitch confesses to Kersh even more than I do to my priest.   I'm just tagging along for the ride.  ,6,5
SCULLY: I'm out of the Bureau.  I've been censured and relieved of my position.  ,6,5
SCULLY: I'd kiss you if you weren't so damn ugly.  ,6,5
"SCULLY: Neither, if I do it first.  ",6,5
SCULLY: I've still got my gun.  ,6,5
"SCULLY: Wait a second, hold on.  Back up.  ",6,5
SCULLY: (an order)   Back up.  ,6,5
SCULLY: I don't understand.  This-this place was burnt to the ground.  ,6,5
"SCULLY: Yeah... This place, two nights ago.  ",6,5
SCULLY: I need to talk to you.  Something's happened.  ,6,5
SCULLY: (to MULDER)   I have to talk to you alone.  ,6,5
"SCULLY: Mrs. Fletcher, we have reason to believe that whatever event caused this to happen may be in the process of reversing.  ",6,5
SCULLY: Only we have to be in its path when it happens.  ,6,5
"SCULLY: Come on, Mulder.  Let's go.  ",6,5
"SCULLY:   (on phone)   Mulder, it's me.  I just wanted to let you know that we slipped under Kersh's radar.  Our little field trip to Nevada went unnoticed.  ",6,5
"SCULLY:   (on phone)   Mulder, I'm sorry that your confidential source didn't pan out.  ",6,5
SCULLY:   (on phone)   Good night.  ,6,5
SCULLY:   (on phone)   You're welcome.  ,6,5
"SCULLY:    Remember your truthfulness is important, Mr. Ginsberg and as a prospective federal employee, I will remind you to answer as honestly as possible.   Okay?  ",6,6
"SCULLY:    (reading)  ""Do you, or have you ever smoked marijuana?""  ",6,6
"SCULLY:    (reading)  ""Have you consorted with people who have now or in the past?""  ",6,6
SCULLY:  Ah.   (on phone)    Scully.  ,6,6
"SCULLY:  (on phone)    Mulder, where are you?  I waited 45 minutes for you this morning.  ",6,6
