mulder_lines,season,episode
MULDER:    (maniacal)   It's me or you... You or me. One of us has to do it.  ,6,8
"MULDER:    Oh, yes, we do.  ",6,8
MULDER:    Even if we could what's waiting for us?  More loneliness! And then 365 more shopping days till even more loneliness!  ,6,8
"MULDER:    Merry Christmas, Scully.  ",6,8
MULDER/LYDA:    Let me go!  ,6,8
MULDER/LYDA:    Let me go!  ,6,8
MULDER:    Scully!  ,6,8
MULDER:   Scully?  ,6,8
MULDER:    What did you do?  ,6,8
MULDER:    You didn't believe what?  ,6,8
MULDER:    (not pulling away)  What are you doing?  ,6,8
MULDER:    Scully?  ,6,8
MULDER:    (gasping)   Scully...  ,6,8
"MULDER:    (holding his gun on her)   No, you're not... Not without me, you're not.  ",6,8
"MULDER:    I am, too.  ",6,8
MULDER:    You should have thought of this.  ,6,8
MULDER:    (accusing)   You shot me first!  ,6,8
MULDER:    Scully...  ,6,8
MULDER:    Get up.  ,6,8
MULDER:    Get up... You're not shot.  ,6,8
MULDER:    Come on.  It's a trick.  It's all in your head.  ,6,8
MULDER:    Come in.   Aren't you supposed to be opening Christmas gifts with your family?  ,6,8
MULDER:    (unsure of what to say)   I-it must have been.  ,6,8
MULDER:    When have you proved me wrong?  ,6,8
MULDER:    You didn't want to be there?  ,6,8
"MULDER:    (self-analyzing)  Oh, that's, um... That's self-righteous and... narcissistic of me to say, isn't it?  ",6,8
"MULDER:    Now, um... I know we said that we weren't going to exchange gifts but, uh... I got you... a little something.  ",6,8
MULDER:    Merry Christmas.  ,6,8
"MULDER:   (on phone)   Yeah, in the time that you worked with... Ms. Ermentrout did you find her to be a trustworthy person? (very bored) Punctual.  Punctual is good.  ",6,9
"MULDER:    (hand over the receiver)  Hey, Scully maybe if we get really lucky next time they'll let us clean toilet bowls.  ",6,9
MULDER:    No. That would make way too many people way too happy.  ,6,9
"MULDER:    (surprised)   Just you?    (loudly calling out after her)   Don't forget your toilet brush.   (then quickly into the phone which he hadn't covered)  No. No, ma'am, not you.  ",6,9
MULDER:    Hmm?  ,6,9
MULDER:    Being nosy.  (looking up at her wistfully)  Eating my heart out. They're sending you on an X-File.  ,6,9
MULDER:    That's not what I'm reading.  I'm thinking murder by telekinesis. I'm thinking maybe a shamanistic death touch.  I'm thinking about the Muslim superstition that to photograph someone is to steal their soul.  ,6,9
"MULDER:    So they're splitting us up, huh?  ",6,9
MULDER:    No?  ,6,9
"MULDER:    Who told you that?  Obviously, if you do a good job they're not going to stick you back here.  ",6,9
MULDER:    Right?  ,6,9
"MULDER:    (polite, but unenthusiastic)   A pleasure to meet you,  Peyton.  ",6,9
"MULDER:   (on phone, disguising his voice Thurston Howellishly - very cute) Hi. My name is Fox Mulder.  We used to sit next to each other at the FBI.  ",6,9
"MULDER:   (on phone, normal voice)   How's your X-File coming?  ",6,9
MULDER:   (on phone)   You can't hold him?  What about the stabbing?  ,6,9
MULDER:    I told you I'm nosy.  Why are you letting him go?  ,6,9
"MULDER:   (on phone)   But you still think Fellig's a murderer, huh?  ",6,9
"MULDER:   (on phone)   As in he, uh, plugs up like a cork when you stab him?  ",6,9
"MULDER:   (on phone)   Well, young man Ritter has been sending progress reports to Kersh.  My computer may have inadvertently intercepted a few of those.  He's got nice things to say about you, though... mostly.  Why don't you let me do a little background check on Fellig for you.  ",6,9
"MULDER:   (on phone)   Come on. It's, you know... it's what I do now.  I'm getting good at it.  ",6,9
"MULDER:   (on phone)   Hey, Scully, uh, how's that X-File coming?  And before you tell me that it's not an X-File...  ",6,9
MULDER:   (on phone)   What happened?  ,6,9
"MULDER:   (on phone)      Oh, yeah?   Well, that's not surprising, given that he's reached the ripe old age of 149.  ",6,9
MULDER:   (on phone)   I did a little low-tech  background check on him. This stuff is so old that they don't even keep it on record on the computer but Alfred Fellig doesn't exist before 1964 but one Henry Strand does. He applied for a press pass from the Jersey City police in 1939 at the age of 53.  His prints match Fellig's.  ,6,9
"MULDER:   (on phone)   You think? Because this Henry Strand does not exist before 1939.  However, one L.H. Rice is on record as having sat for the New York State civil service exam.  Now, the records don't show whether he passed or not but his thumbprint? Fellig's.  Want to know what L.H. Rice's birthday is? April 4, 1849.  I'm not good at math, but I'm figuring that's a whole lot of candles on the cake.  ",6,9
"MULDER:   (on phone)   I-I think that's what he wants you to think.  Now we're talking about a guy for whom the phrase ""life in prison"" carries some seriously weighty connotations.  I think you should get to him before he vanishes and becomes someone else.  ",6,9
MULDER:   (on phone)   Mulder.  ,6,9
MULDER:   (on phone)   Hi.  ,6,9
MULDER:   (on phone)   Yeah. Henry Srand and L.H. rice.  ,6,9
"MULDER:   (on phone)   Uh, no, but there's a... there's, like, a big gap before 1939.  ",6,9
"MULDER:   (on phone)   Absolutely, yeah.  ",6,9
"MULDER:   (on phone)   Agent Ritter, it's Agent Mulder.  Is Agent Scully there with you?  ",6,9
"MULDER:   (on phone)   Me neither, and D.C. Cellular says her phone is turned off.  ",6,9
"MULDER:   (on phone)   Well, you can find her for me.  ",6,9
"MULDER:   (on phone)   Good, because that's where I think she is. And you were right, Fellig is a murderer.  Under the name of Louis Brady, he suffocated two patients in a Connecticut hospital. He says he meant to catch up with death. One year into his prison sentence he walked off a work detail.  The manhunt never officially ceased.  ",6,9
MULDER:   (on phone)   1929.  ,6,9
"MULDER:   (on phone)   Look, Ritter,  don't sweat the math. It's him. Just get there and find Agent Scully.  ",6,9
MULDER:    (flatly)  You're a lucky man.  ,6,9
"MULDER:    Coroner's report came back on Fellig.  Says he died of a single gunshot wound.  That's all it said.  (sits on the bed beside her)   Well, I, uh... talked to your doctor and... he says you're doing great.  You're making the fastest recovery he's ever seen.  ",6,9
"MULDER:    No, no, I-I... I think he would have.  I-I just think that  that death only looks for you... once you seek its opposite.  ",6,9
"MULDER:    I just, uh... I thought I'd poke my head in and say hey.  ",6,10
"MULDER:    (smiling)   What, are you sleeping one off?  ",6,10
"MULDER:    You going to be all right, sir?  ",6,10
MULDER:    He's going to tell you he's all right.  ,6,10
MULDER:    He's having trouble with his eyes.  He's also got a nasty bruise on his ribcage.  ,6,10
MULDER:    That was the second opinion.  The first was unsolicited.  A phone call at the hospital.  A scrambled voice telling him he had 24 hours to live.  ,6,10
MULDER:    To scare you.  See what you'd do.  Who you'd turn to.  ,6,10
MULDER:    Or about the X-Files.  ,6,10
MULDER:    What happened today?  Anything out of the ordinary?  ,6,10
"MULDER:    This morning, you woke up...  ",6,10
MULDER:    Alone?  ,6,10
MULDER:    And how'd you get to the office?  ,6,10
MULDER:    Just slow down.  One step at a time.  How'd you get from the parking garage to your office?  ,6,10
MULDER:    And then what?  ,6,10
MULDER:    Now think.  There's got to be something.  ,6,10
MULDER:    Did he touch you?  ,6,10
MULDER:    What time was it?  ,6,10
MULDER:    There you are.  ,6,10
MULDER:    (reading the log)  He signed in here as a visitor to the office of Assistant Director Walter Skinner.  ,6,10
MULDER:    St. Katherine's.  ,6,10
"MULDER:    Dr. Orgel, you visited the FBI this morning.  You came to see Mr. Skinner.  ",6,10
MULDER:    Go around back.  ,6,10
MULDER:    Drop the gun.  Drop it!  ,6,10
"MULDER:    Yeah, so's your mom.  ",6,10
"MULDER: Hey, give it a rest, huh?!  ",6,10
MULDER:    What?  ,6,10
MULDER:    (looking at the veins on SKINNER's neck)   You need to get to a hospital.  ,6,10
MULDER:    This is a crime scene.  What would you rather I be doing?  ,6,10
"MULDER:    I'd be a lot more concerned with the preservation of Dr. Orgel. (In the trash, MULDER finds a picture of DR. ORGEL and SENATOR MATHESON - MULDER's patron from first season - smiling as they hold a official looking folder between them.)   Hello, Senator...  ",6,10
"MULDER:    Actually, time is my only consideration, Senator.  (shows him picture)  This was taken only three days ago.  It's of you and Dr. Kenneth Orgel holding a Senate Resolution-S.R. 819, I think it's called.  What is that?  ",6,10
"MULDER:    A friend of mine is going to die because of S.R. 819.  I don't know how, I don't even know why but I'm betting you do.  ",6,10
"MULDER:    I don't even really know yet; all i have are a few pieces: a Tunisian diplomat, this Dr. Kenneth Orgel, this health bill, S.R. 819-- all leading up to a plot to kill an Assistant Director of the FBI.  Does that make sense?  ",6,10
MULDER:    This man may die; he may only have a few hours to live.  ,6,10
"MULDER:    Hey, do you have the key to this drawer?  ",6,10
MULDER:    AD Skinner's in the hospital.  Somebody poisoned him.  ,6,10
MULDER:    For doing his job.  ,6,10
"MULDER:    I'm looking for anything that relates to a Senate Resolution: S.R. 819. If you want to save his life, you'll help me open this drawer.  ",6,10
MULDER:    You have a letter opener?  In your desk?  Something?  ,6,10
MULDER: What's his condition?  ,6,10
"MULDER:    Well, can you fight it?  ",6,10
MULDER:    Maybe we do.  ,6,10
MULDER:    I found this with Skinner's morning mail.  He was doing a security check on a Senate bill for violation of trade laws involving sensitive technology.  ,6,10
MULDER:    No. This bill was going to vote in the Senate.  All it was waiting on was Skinner's review and an analysis by Dr. Kenneth Orgel.  ,6,10
MULDER:    No. Orgel didn't poison anybody.  Orgel came to the FBI to tell Skinner what he knew-- that there was a gross violation of export laws involving new technology.  ,6,10
MULDER:    You know what that means?  ,6,10
MULDER:    That's not me.  ,6,10
MULDER:    Thank you.  (into phone)  Hello.  ,6,10
MULDER:    It's a computer synth voice.  ,6,10
MULDER:    Somebody that must know he's here.  ,6,10
MULDER:    Federal agent!  Stop right there!  ,6,10
MULDER:    Hey!  ,6,10
MULDER:    What other forensic evidence were you able to lift?  ,6,10
MULDER:    (looking at the hairs)  Don't hate me 'cause I'm beautiful.   What else?  ,6,10
MULDER:    From where?  ,6,10
MULDER:    Where is he?  Where's Orgel?  ,6,10
MULDER:    I don't believe you.  You lied to me this morning; you're lying to me now.  ,6,10
MULDER:    Where is Orgel?!  I need to know what he knows.  A friend of mine is dying.  ,6,10
"MULDER:    Tell me what you know, Senator.  This is about S.R. 819 isn't it? What the hell did they put in Skinner?  ",6,10
MULDER:    It's the same technology that S.R. 819 will export.  ,6,10
"MULDER:    Nanotechnology.  Microscopic, atom-sized machines?  Machines can be stopped.  ",6,10
MULDER:    I don't believe that.  ,6,10
MULDER:    Not before I expose you and your role in this.  ,6,10
MULDER:    I will stop this!  ,6,10
"MULDER:    The man who poisoned you was at the FBI that day.  Scully was able to pull these off the security video tapes. (hands two pictures of the BEARDED MAN to SKINNER)   Hopefully, it might jog your memory.  Maybe you can identify this man.  ",6,10
MULDER:    S.R. 819 was withdrawn by committee late last night.  Without explanation.  ,6,10
"MULDER:    If that was his true motive.  If he wanted to poison you to prevent you from investigating S.R.  819, why call you to tell you that?  This man worked for the government that was to receive this technology.  He drove one of their cars and he killed one of his own to save you.  ",6,10
"MULDER:    Yes. Yes, I do.  And I have an idea who may be behind all this. But I'd need your authority to continue the investigation.  ",6,10
MULDER:    Game.  ,6,11
"MULDER:    Hey, Homegirl, word up.  ",6,11
"MULDER:   Oh,  Scully, I got game.  ",6,11
"MULDER:    No, I'm ready to J-O-B just not on some jagoff shoeshine tip.  ",6,11
MULDER:    (smile)  No background checkin' jagoff shoeshine tip.  ,6,11
MULDER:    (more serious)  About what?  ,6,11
"MULDER:    You looking for work, Agent Spender?  'Cause if you are, I got a whole pile in that middle drawer that I'd love to shove down someone's throat.  ",6,11
MULDER:    They found your mother.  ,6,11
MULDER:    I didn't hear the magic word.  ,6,11
"MULDER:    Are you asking me, Agent Spender?  ",6,11
"MULDER:    The truth is out there, Agent Spender.  Maybe you should find it for yourself.  ",6,11
MULDER:    Where did you expect to find me?  ,6,11
MULDER:    It wasn't exactly an offer.  ,6,11
MULDER:    It is an opportunity made to order for the powers that be.  ,6,11
MULDER:    This is exactly the kind of mistake they've been waiting for to come down on me full force.  ,6,11
MULDER: LIKE I SAID: not exactly.  ,6,11
"MULDER:    (looking at her, gently)  I know.  ",6,11
MULDER:    I have no doubt that what Cassandra would tell us would expose more than just what happened to her.  ,6,11
MULDER:    Shh.  Shhh.  Shhhh.  ,6,11
MULDER:    (nervous chuckle)   Don't... don't do that.  ,6,11
MULDER:    Look at you.  ,6,11
"MULDER:    Well, I had reasons for doubt when I met you, Cassandra.  ",6,11
MULDER:    Then where is she?  ,6,11
MULDER:    What?  ,6,11
MULDER:    What are they here for?  ,6,11
MULDER:    It's the virus--  the black oil.  ,6,11
MULDER:    And you know who these men are?  ,6,11
"MULDER:    They're going to be monitoring any work on our machines, in or out. We need access to files.  And a name that'll raise flags.  ",6,11
MULDER:    Smokey's got a name.  ,6,11
MULDER:    Who?  ,6,11
MULDER:    What's that?  ,6,11
MULDER:    What's it stand for?  ,6,11
"MULDER:    Scully, you want to go one-on-one?  We got nothing but time now that we're on administrative leave.  ",6,11
MULDER:    Nothing you could ever find would be accurate or credible.  ,6,11
MULDER:    That's C.G.B. Spender and my father.  ,6,11
MULDER:    That's the same night as my sister.  ,6,11
MULDER:    The project is still going on.  ,6,11
MULDER:    (quietly)  Thanks for coming.  I know it's late and you've been forbidden to have any contact with us.  ,6,11
MULDER:    Her life's been in danger going on 30 years... just not the way I think it is now.  ,6,11
